order_id,customer_id,product_id,quantity,status,order_date,price,sales
o0465,c0107,p0018,2,delivered,25-05-17,39999,79998
o0466,c0165,p0021,1,delivered,26-03-18,9999,9999
o0467,c0143,p0015,4,delivered,26-08-12,34999,139996
o0468,c0400,p0020,4,shipped,26-01-20,29999,119996
o0469,c0139,p0016,5,cancelled,25-06-21,42999,214995
o0470,c0225,p0005,2,delivered,26-08-03,119999,239998
o0471,c0114,p0027,1,pending,26-10-31,7999,7999
o0472,c0158,p0011,5,cancelled,25-09-05,89999,449995
o0473,c0352,p0001,4,delivered,25-02-07,199999,799996
o0474,c0281,p0024,4,delivered,26-10-28,17999,71996
o0475,c0069,p0007,1,pending,26-08-22,159999,159999
o0476,c0202,p0022,4,cancelled,25-08-27,19999,79996
o0477,c0276,p0021,1,pending,25-04-30,9999,9999
o0478,c0325,p0014,5,delivered,26-03-12,54999,274995
o0479,c0388,p0026,1,cancelled,25-01-24,12999,12999
o0480,c0050,p0018,1,cancelled,26-11-12,39999,39999
o0481,c0104,p0007,1,shipped,26-05-07,159999,159999
o0482,c0400,p0025,2,shipped,25-01-31,14999,29998
o0483,c0036,p0020,4,delivered,26-03-28,29999,119996
o0484,c0308,p0015,2,delivered,25-01-29,34999,69998
o0485,c0141,p0016,1,delivered,26-03-05,42999,42999
o0486,c0488,p0006,3,cancelled,25-06-28,89999,269997
o0487,c0434,p0019,5,shipped,25-03-25,45999,229995
o0488,c0225,p0006,5,shipped,25-11-15,89999,449995
o0489,c0032,p0005,1,shipped,26-09-19,119999,119999
o0490,c0332,p0018,2,pending,25-11-11,39999,79998
o0491,c0092,p0021,3,pending,25-08-13,9999,29997
o0492,c0353,p0017,3,cancelled,26-05-23,49999,149997
o0493,c0328,p0026,2,pending,26-05-17,12999,25998
o0494,c0274,p0026,3,shipped,26-02-19,12999,38997
o0495,c0446,p0001,4,cancelled,26-01-01,199999,799996
o0496,c0240,p0022,4,pending,25-09-17,19999,79996
o0497,c0413,p0021,5,cancelled,26-03-16,9999,49995
o0498,c0257,p0012,5,pending,25-08-31,79999,399995
o0499,c0132,p0001,1,shipped,26-06-15,199999,199999
o0500,c0050,p0021,4,shipped,25-03-13,9999,39996
o0501,c0063,p0030,4,delivered,26-12-27,32999,131996
o0502,c0369,p0014,1,shipped,26-06-15,54999,54999
o0503,c0329,p0026,4,shipped,25-02-03,12999,51996
o0504,c0341,p0028,5,shipped,25-09-08,59999,299995
o0505,c0299,p0024,3,delivered,25-02-26,17999,53997
o0506,c0232,p0006,1,pending,26-11-02,89999,89999
o0507,c0138,p0015,3,shipped,25-11-05,34999,104997
o0508,c0372,p0011,3,pending,25-04-05,89999,269997
o0509,c0490,p0019,2,delivered,26-05-19,45999,91998
o0510,c0212,p0013,2,delivered,25-07-17,74999,149998
o0511,c0250,p0012,5,cancelled,26-08-22,79999,399995
o0512,c0404,p0001,3,pending,25-09-18,199999,599997
o0513,c0136,p0012,1,delivered,25-06-20,79999,79999
o0514,c0363,p0019,3,shipped,26-01-02,45999,137997
o0515,c0302,p0028,4,cancelled,25-09-27,59999,239996
o0516,c0026,p0025,2,shipped,26-10-10,14999,29998
o0517,c0379,p0026,1,pending,25-11-03,12999,12999
o0518,c0284,p0020,2,shipped,25-02-19,29999,59998
o0519,c0257,p0013,2,shipped,25-07-30,74999,149998
o0520,c0069,p0023,3,delivered,26-02-14,39999,119997
o0521,c0192,p0017,1,pending,25-03-22,49999,49999
o0522,c0094,p0013,1,shipped,25-08-08,74999,74999
o0523,c0088,p0004,1,pending,26-09-23,129999,129999
o0524,c0309,p0014,1,pending,25-03-27,54999,54999
o0525,c0455,p0027,1,shipped,25-10-18,7999,7999
o0526,c0160,p0023,1,cancelled,26-06-02,39999,39999
o0527,c0289,p0005,3,cancelled,25-10-23,119999,359997
o0528,c0067,p0012,3,shipped,25-05-19,79999,239997
o0529,c0249,p0015,1,pending,25-05-01,34999,34999
o0530,c0174,p0009,4,cancelled,26-02-23,149999,599996
o0531,c0489,p0022,4,cancelled,26-07-13,19999,79996
o0532,c0086,p0024,1,cancelled,26-02-27,17999,17999
o0533,c0185,p0009,3,delivered,25-07-08,149999,449997
o0534,c0154,p0010,4,delivered,25-04-17,179999,719996
o0535,c0163,p0010,5,cancelled,26-05-06,179999,899995
o0536,c0100,p0017,2,pending,26-02-08,49999,99998
o0537,c0137,p0028,5,cancelled,26-04-25,59999,299995
o0538,c0247,p0017,2,cancelled,25-11-10,49999,99998
o0539,c0331,p0016,4,cancelled,25-01-15,42999,171996
o0540,c0477,p0017,2,cancelled,25-08-16,49999,99998
o0541,c0032,p0029,4,shipped,26-11-13,24999,99996
o0542,c0303,p0021,2,cancelled,25-01-30,9999,19998
o0543,c0306,p0025,5,cancelled,25-09-08,14999,74995
o0544,c0318,p0028,5,shipped,25-05-27,59999,299995
o0545,c0388,p0013,4,shipped,25-09-14,74999,299996
o0546,c0322,p0020,1,delivered,26-08-11,29999,29999
o0547,c0134,p0022,3,delivered,26-06-10,19999,59997
o0548,c0386,p0017,5,pending,25-12-16,49999,249995
o0549,c0009,p0023,5,pending,26-04-21,39999,199995
o0550,c0189,p0013,3,pending,25-09-27,74999,224997
o0551,c0103,p0024,4,cancelled,26-09-08,17999,71996
o0552,c0156,p0024,2,shipped,26-02-17,17999,35998
o0553,c0224,p0023,3,pending,26-10-16,39999,119997
o0554,c0138,p0002,4,cancelled,25-12-01,149999,599996
o0555,c0175,p0004,3,shipped,25-09-30,129999,389997
o0556,c0456,p0020,4,delivered,26-01-06,29999,119996
o0557,c0495,p0021,1,shipped,25-09-25,9999,9999
o0558,c0362,p0006,1,shipped,25-02-08,89999,89999
o0559,c0224,p0017,4,cancelled,26-03-07,49999,199996
o0560,c0360,p0030,1,shipped,25-05-15,32999,32999
o0561,c0282,p0016,3,cancelled,25-01-03,42999,128997
o0562,c0426,p0019,5,pending,25-12-09,45999,229995
o0563,c0446,p0018,3,delivered,25-10-31,39999,119997
o0564,c0414,p0014,2,shipped,25-10-02,54999,109998
o0565,c0236,p0006,1,cancelled,26-09-13,89999,89999
o0566,c0457,p0025,5,pending,26-02-11,14999,74995
o0567,c0200,p0009,5,shipped,26-11-20,149999,749995
o0568,c0344,p0027,5,pending,26-02-02,7999,39995
o0569,c0425,p0004,5,shipped,26-11-07,129999,649995
o0570,c0452,p0003,1,shipped,26-05-27,139999,139999
o0571,c0414,p0023,1,delivered,25-07-29,39999,39999
o0572,c0272,p0022,3,pending,25-05-31,19999,59997
o0573,c0247,p0007,3,delivered,25-02-06,159999,479997
o0574,c0433,p0019,5,cancelled,26-03-12,45999,229995
o0575,c0070,p0022,5,delivered,26-10-13,19999,99995
o0576,c0425,p0015,5,shipped,26-11-25,34999,174995
o0577,c0356,p0011,1,delivered,25-10-15,89999,89999
o0578,c0042,p0028,2,shipped,26-12-30,59999,119998
o0579,c0237,p0021,3,cancelled,25-11-05,9999,29997
o0580,c0159,p0014,2,shipped,26-06-24,54999,109998
o0581,c0413,p0030,4,shipped,26-11-09,32999,131996
o0582,c0269,p0012,2,shipped,25-05-21,79999,159998
o0583,c0346,p0028,1,delivered,26-09-18,59999,59999
o0584,c0342,p0029,3,pending,26-10-08,24999,74997
o0585,c0469,p0030,3,cancelled,25-07-11,32999,98997
o0586,c0004,p0009,5,shipped,26-10-21,149999,749995
o0587,c0141,p0014,4,pending,25-04-20,54999,219996
o0588,c0340,p0014,3,delivered,26-09-04,54999,164997
o0589,c0285,p0007,2,shipped,26-04-11,159999,319998
o0590,c0187,p0004,5,delivered,26-03-02,129999,649995
o0591,c0277,p0015,2,pending,26-11-07,34999,69998
o0592,c0122,p0010,1,delivered,26-04-19,179999,179999
o0593,c0120,p0022,5,delivered,26-12-12,19999,99995
o0594,c0454,p0001,1,cancelled,25-09-29,199999,199999
o0595,c0304,p0007,3,cancelled,26-09-27,159999,479997
o0596,c0322,p0009,5,delivered,25-10-17,149999,749995
o0597,c0032,p0022,5,delivered,26-03-29,19999,99995
o0598,c0054,p0006,5,pending,25-09-05,89999,449995
o0599,c0055,p0029,5,shipped,25-08-01,24999,124995
o0600,c0057,p0025,2,cancelled,26-10-11,14999,29998
o0601,c0278,p0017,3,pending,26-09-14,49999,149997
o0602,c0424,p0006,2,cancelled,26-02-20,89999,179998
o0603,c0176,p0020,3,pending,26-12-15,29999,89997
o0604,c0442,p0003,2,pending,26-04-02,139999,279998
o0605,c0389,p0023,4,delivered,25-08-20,39999,159996
o0606,c0065,p0025,2,delivered,26-09-13,14999,29998
o0607,c0043,p0010,1,cancelled,25-08-23,179999,179999
o0608,c0445,p0023,5,cancelled,26-05-23,39999,199995
o0609,c0211,p0017,2,pending,26-02-07,49999,99998
o0610,c0107,p0014,2,pending,25-10-09,54999,109998
o0611,c0475,p0022,3,pending,26-12-26,19999,59997
o0612,c0249,p0021,4,pending,25-12-26,9999,39996
o0613,c0214,p0005,5,shipped,26-10-08,119999,599995
o0614,c0406,p0006,4,delivered,26-06-19,89999,359996
o0615,c0092,p0004,1,pending,26-11-05,129999,129999
o0616,c0171,p0023,4,shipped,26-08-29,39999,159996
o0617,c0245,p0020,4,shipped,25-08-05,29999,119996
o0618,c0487,p0022,1,pending,25-12-05,19999,19999
o0619,c0099,p0006,3,cancelled,26-01-20,89999,269997
o0620,c0438,p0024,3,delivered,26-05-26,17999,53997
o0621,c0201,p0016,5,cancelled,26-09-08,42999,214995
o0622,c0319,p0021,3,cancelled,26-02-18,9999,29997
o0623,c0144,p0004,1,cancelled,25-05-05,129999,129999
o0624,c0253,p0003,2,delivered,25-09-17,139999,279998
o0625,c0159,p0003,4,cancelled,26-06-27,139999,559996
o0626,c0435,p0021,5,cancelled,25-06-01,9999,49995
o0627,c0145,p0023,1,cancelled,26-09-27,39999,39999
o0628,c0173,p0030,2,delivered,26-02-13,32999,65998
o0629,c0165,p0020,4,cancelled,25-09-28,29999,119996
o0630,c0040,p0001,4,delivered,25-04-24,199999,799996
o0631,c0485,p0004,4,delivered,26-04-07,129999,519996
o0632,c0375,p0012,2,cancelled,25-11-05,79999,159998
o0633,c0382,p0008,1,pending,26-03-22,189999,189999
o0634,c0386,p0030,5,delivered,25-11-05,32999,164995
o0635,c0296,p0014,3,pending,25-07-30,54999,164997
o0636,c0198,p0015,1,delivered,25-11-26,34999,34999
o0637,c0443,p0021,5,shipped,25-06-17,9999,49995
o0638,c0011,p0025,5,pending,26-09-23,14999,74995
o0639,c0393,p0010,5,delivered,25-06-25,179999,899995
o0640,c0071,p0026,2,pending,26-06-04,12999,25998
o0641,c0182,p0014,5,delivered,26-05-20,54999,274995
o0642,c0224,p0028,4,shipped,25-05-26,59999,239996
o0643,c0219,p0005,2,shipped,25-06-19,119999,239998
o0644,c0386,p0028,5,pending,25-05-20,59999,299995
o0645,c0442,p0006,3,pending,26-01-11,89999,269997
o0646,c0486,p0013,5,cancelled,25-11-30,74999,374995
o0647,c0309,p0001,2,cancelled,25-11-14,199999,399998
o0648,c0053,p0030,4,cancelled,25-03-27,32999,131996
o0649,c0469,p0028,5,shipped,25-10-19,59999,299995
o0650,c0045,p0019,1,shipped,25-04-29,45999,45999
o0651,c0413,p0027,1,cancelled,25-05-12,7999,7999
o0652,c0304,p0010,4,pending,26-05-20,179999,719996
o0653,c0370,p0005,5,delivered,26-03-09,119999,599995
o0654,c0361,p0015,3,delivered,26-10-17,34999,104997
o0655,c0327,p0017,3,shipped,26-09-28,49999,149997
o0656,c0053,p0010,3,pending,26-10-09,179999,539997
o0657,c0459,p0003,5,delivered,25-10-18,139999,699995
o0658,c0073,p0012,3,shipped,26-04-01,79999,239997
o0659,c0319,p0007,3,shipped,26-12-23,159999,479997
o0660,c0439,p0015,1,cancelled,25-03-04,34999,34999
o0661,c0056,p0006,3,delivered,25-04-26,89999,269997
o0662,c0031,p0008,4,cancelled,26-08-23,189999,759996
o0663,c0187,p0024,3,cancelled,26-05-17,17999,53997
o0664,c0061,p0002,3,cancelled,25-11-29,149999,449997
o0665,c0440,p0020,4,pending,26-01-23,29999,119996
o0666,c0073,p0028,5,pending,26-12-19,59999,299995
o0667,c0121,p0029,2,shipped,26-04-04,24999,49998
o0668,c0249,p0006,1,pending,25-12-19,89999,89999
o0669,c0059,p0012,2,pending,25-06-23,79999,159998
o0670,c0187,p0009,5,pending,26-07-13,149999,749995
o0671,c0457,p0001,2,cancelled,26-11-29,199999,399998
o0672,c0238,p0017,4,delivered,26-01-28,49999,199996
o0673,c0089,p0026,4,cancelled,26-04-12,12999,51996
o0674,c0078,p0017,5,pending,25-02-22,49999,249995
o0675,c0331,p0015,1,pending,25-12-06,34999,34999
o0676,c0031,p0028,4,delivered,25-03-29,59999,239996
o0677,c0052,p0026,1,delivered,25-11-15,12999,12999
o0678,c0356,p0012,2,delivered,26-01-31,79999,159998
o0679,c0488,p0006,4,pending,25-12-06,89999,359996
o0680,c0111,p0015,1,delivered,26-04-14,34999,34999
o0681,c0018,p0030,5,cancelled,25-11-26,32999,164995
o0682,c0497,p0005,2,cancelled,26-09-11,119999,239998
o0683,c0406,p0007,1,delivered,25-11-12,159999,159999
o0684,c0177,p0030,5,cancelled,26-01-20,32999,164995
o0685,c0471,p0021,4,delivered,25-04-23,9999,39996
o0686,c0442,p0023,5,pending,26-08-29,39999,199995
o0687,c0035,p0013,2,shipped,25-07-16,74999,149998
o0688,c0037,p0007,3,delivered,25-08-07,159999,479997
o0689,c0336,p0008,4,pending,26-02-04,189999,759996
o0690,c0462,p0018,3,delivered,26-10-02,39999,119997
o0691,c0279,p0019,5,delivered,26-09-06,45999,229995
o0692,c0445,p0024,1,delivered,25-06-02,17999,17999
o0693,c0310,p0018,2,shipped,25-03-23,39999,79998
o0694,c0358,p0001,2,pending,26-07-23,199999,399998
o0695,c0031,p0029,1,delivered,25-07-05,24999,24999
o0696,c0198,p0021,3,pending,25-10-06,9999,29997
o0697,c0053,p0017,1,delivered,26-12-14,49999,49999
o0698,c0482,p0028,2,delivered,25-02-07,59999,119998
o0699,c0482,p0006,4,shipped,26-01-02,89999,359996
o0700,c0449,p0026,5,shipped,25-05-28,12999,64995
o0701,c0134,p0006,1,pending,25-03-05,89999,89999
o0702,c0373,p0024,5,cancelled,25-05-29,17999,89995
o0703,c0187,p0008,2,shipped,26-06-13,189999,379998
o0704,c0178,p0028,1,shipped,26-05-23,59999,59999
o0705,c0323,p0022,3,cancelled,26-07-12,19999,59997
o0706,c0109,p0010,1,pending,25-03-23,179999,179999
o0707,c0096,p0013,1,delivered,26-04-15,74999,74999
o0708,c0113,p0017,4,cancelled,26-07-08,49999,199996
o0709,c0332,p0026,3,delivered,26-07-16,12999,38997
o0710,c0268,p0014,2,delivered,25-04-21,54999,109998
o0711,c0434,p0011,2,delivered,26-03-16,89999,179998
o0712,c0396,p0024,5,shipped,25-01-31,17999,89995
o0713,c0294,p0007,4,shipped,25-02-11,159999,639996
o0714,c0442,p0019,1,pending,25-10-31,45999,45999
o0715,c0343,p0024,4,shipped,25-04-02,17999,71996
o0716,c0169,p0007,3,pending,26-12-06,159999,479997
o0717,c0189,p0020,3,pending,26-02-05,29999,89997
o0718,c0081,p0002,3,shipped,26-08-07,149999,449997
o0719,c0079,p0015,2,shipped,25-07-04,34999,69998
o0720,c0435,p0029,1,shipped,26-12-18,24999,24999
o0721,c0279,p0023,5,delivered,25-06-14,39999,199995
o0722,c0085,p0026,5,pending,25-11-12,12999,64995
o0723,c0161,p0030,1,shipped,25-06-15,32999,32999
o0724,c0223,p0014,1,pending,25-04-11,54999,54999
o0725,c0449,p0003,3,pending,26-01-04,139999,419997
o0726,c0415,p0007,2,shipped,25-08-21,159999,319998
o0727,c0184,p0012,5,cancelled,26-07-15,79999,399995
o0728,c0301,p0015,4,shipped,25-06-06,34999,139996
o0729,c0343,p0008,3,shipped,26-05-20,189999,569997
o0730,c0328,p0010,3,cancelled,25-09-03,179999,539997
o0731,c0162,p0026,2,shipped,25-11-19,12999,25998
o0732,c0149,p0002,3,cancelled,26-07-06,149999,449997
o0733,c0405,p0015,1,delivered,26-08-05,34999,34999
o0734,c0403,p0029,4,delivered,26-04-21,24999,99996
o0735,c0059,p0025,5,cancelled,25-02-06,14999,74995
o0736,c0407,p0011,2,delivered,25-07-05,89999,179998
o0737,c0108,p0029,2,cancelled,25-07-28,24999,49998
o0738,c0301,p0012,2,delivered,25-04-20,79999,159998
o0739,c0099,p0003,2,delivered,25-06-07,139999,279998
o0740,c0452,p0013,3,delivered,25-10-13,74999,224997
o0741,c0176,p0026,4,delivered,26-04-30,12999,51996
o0742,c0397,p0028,3,shipped,25-08-22,59999,179997
o0743,c0224,p0009,5,pending,26-02-21,149999,749995
o0744,c0028,p0016,2,shipped,26-03-01,42999,85998
o0745,c0372,p0011,4,delivered,25-02-25,89999,359996
o0746,c0186,p0029,4,cancelled,26-06-02,24999,99996
o0747,c0208,p0018,3,pending,25-12-11,39999,119997
o0748,c0330,p0020,3,pending,25-06-09,29999,89997
o0749,c0437,p0022,1,shipped,26-07-16,19999,19999
o0750,c0158,p0023,3,shipped,25-02-22,39999,119997
o0751,c0230,p0005,2,cancelled,26-04-16,119999,239998
o0752,c0021,p0009,1,delivered,26-09-10,149999,149999
o0753,c0160,p0015,1,cancelled,26-07-06,34999,34999
o0754,c0089,p0024,4,delivered,26-06-12,17999,71996
o0755,c0431,p0021,3,cancelled,25-09-28,9999,29997
o0756,c0190,p0005,1,pending,25-05-02,119999,119999
o0757,c0153,p0008,5,delivered,26-02-16,189999,949995
o0758,c0244,p0012,2,delivered,26-06-26,79999,159998
o0759,c0395,p0019,5,cancelled,26-08-02,45999,229995
o0760,c0356,p0005,5,shipped,26-09-14,119999,599995
o0761,c0168,p0021,2,cancelled,25-04-04,9999,19998
o0762,c0128,p0007,1,shipped,25-10-16,159999,159999
o0763,c0085,p0016,5,delivered,26-04-15,42999,214995
o0764,c0378,p0017,1,delivered,25-08-01,49999,49999
o0765,c0036,p0014,1,delivered,26-11-14,54999,54999
o0766,c0394,p0003,3,pending,25-11-10,139999,419997
o0767,c0238,p0026,4,shipped,26-10-26,12999,51996
o0768,c0108,p0004,3,pending,25-07-25,129999,389997
o0769,c0092,p0029,1,delivered,26-05-28,24999,24999
o0770,c0206,p0012,5,delivered,25-08-15,79999,399995
o0771,c0193,p0007,5,pending,25-01-07,159999,799995
o0772,c0108,p0020,5,delivered,26-06-15,29999,149995
o0773,c0017,p0029,2,cancelled,25-09-18,24999,49998
o0774,c0057,p0003,1,pending,26-02-07,139999,139999
o0775,c0311,p0008,1,cancelled,25-02-22,189999,189999
o0776,c0092,p0025,2,shipped,26-01-28,14999,29998
o0777,c0153,p0028,5,pending,25-11-06,59999,299995
o0778,c0035,p0023,2,delivered,26-06-17,39999,79998
o0779,c0350,p0024,3,pending,25-07-02,17999,53997
o0780,c0062,p0024,4,pending,26-01-03,17999,71996
o0781,c0304,p0017,1,cancelled,26-04-17,49999,49999
o0782,c0454,p0012,5,delivered,26-10-05,79999,399995
o0783,c0124,p0029,2,pending,25-05-16,24999,49998
o0784,c0368,p0001,2,delivered,25-09-10,199999,399998
o0785,c0138,p0027,4,shipped,25-07-04,7999,31996
o0786,c0306,p0029,2,delivered,26-09-03,24999,49998
o0787,c0168,p0013,5,shipped,25-08-16,74999,374995
o0788,c0264,p0016,1,cancelled,26-04-14,42999,42999
o0789,c0224,p0005,1,shipped,26-02-07,119999,119999
o0790,c0294,p0019,3,cancelled,25-12-11,45999,137997
o0791,c0491,p0017,5,delivered,26-10-07,49999,249995
o0792,c0057,p0028,2,cancelled,25-02-04,59999,119998
o0793,c0037,p0019,4,cancelled,26-05-15,45999,183996
o0794,c0230,p0028,5,shipped,25-05-01,59999,299995
o0795,c0338,p0024,5,shipped,26-02-15,17999,89995
o0796,c0433,p0018,3,shipped,25-01-24,39999,119997
o0797,c0195,p0008,4,shipped,25-11-13,189999,759996
o0798,c0227,p0014,3,pending,26-10-23,54999,164997
o0799,c0202,p0001,3,delivered,26-09-06,199999,599997
o0800,c0141,p0025,5,delivered,25-09-24,14999,74995
o0801,c0012,p0010,2,shipped,26-08-13,179999,359998
o0802,c0470,p0018,1,cancelled,26-02-02,39999,39999
o0803,c0129,p0021,2,shipped,26-08-07,9999,19998
o0804,c0034,p0030,3,pending,25-12-16,32999,98997
o0805,c0225,p0024,1,cancelled,25-08-11,17999,17999
o0806,c0442,p0016,3,cancelled,25-12-08,42999,128997
o0807,c0309,p0027,5,shipped,26-12-20,7999,39995
o0808,c0207,p0018,5,delivered,25-11-23,39999,199995
o0809,c0166,p0011,2,cancelled,25-12-01,89999,179998
o0810,c0216,p0005,1,cancelled,26-03-25,119999,119999
o0811,c0312,p0024,5,pending,25-07-21,17999,89995
o0812,c0477,p0030,3,pending,26-01-02,32999,98997
o0813,c0085,p0022,4,delivered,25-08-10,19999,79996
o0814,c0270,p0023,2,delivered,25-02-18,39999,79998
o0815,c0033,p0009,3,cancelled,26-03-29,149999,449997
o0816,c0046,p0024,5,pending,26-09-14,17999,89995
o0817,c0209,p0017,1,shipped,25-12-07,49999,49999
o0818,c0370,p0019,4,delivered,25-05-03,45999,183996
o0819,c0169,p0020,1,shipped,26-12-09,29999,29999
o0820,c0277,p0029,1,pending,26-07-30,24999,24999
o0821,c0111,p0007,4,pending,26-10-28,159999,639996
o0822,c0065,p0001,2,shipped,26-04-03,199999,399998
o0823,c0159,p0012,5,shipped,25-07-06,79999,399995
o0824,c0481,p0019,4,pending,25-06-14,45999,183996
o0825,c0034,p0027,2,delivered,26-02-19,7999,15998
o0826,c0168,p0001,4,cancelled,25-04-19,199999,799996
o0827,c0250,p0025,1,shipped,25-11-10,14999,14999
o0828,c0091,p0008,2,cancelled,26-06-25,189999,379998
o0829,c0351,p0027,1,pending,25-07-23,7999,7999
o0830,c0064,p0007,5,cancelled,26-04-02,159999,799995
o0831,c0287,p0003,1,cancelled,25-05-15,139999,139999
o0832,c0474,p0013,1,pending,26-06-12,74999,74999
o0833,c0294,p0021,3,pending,26-07-01,9999,29997
o0834,c0050,p0030,2,cancelled,25-04-14,32999,65998
o0835,c0476,p0028,2,pending,26-03-10,59999,119998
o0836,c0001,p0030,2,delivered,26-03-22,32999,65998
o0837,c0382,p0004,5,delivered,25-12-18,129999,649995
o0838,c0306,p0013,4,cancelled,26-01-23,74999,299996
o0839,c0448,p0006,5,delivered,25-12-14,89999,449995
o0840,c0116,p0019,5,delivered,26-06-17,45999,229995
o0841,c0296,p0002,4,pending,26-08-02,149999,599996
o0842,c0482,p0016,1,delivered,25-08-07,42999,42999
o0843,c0293,p0025,4,delivered,26-11-08,14999,59996
o0844,c0395,p0020,5,pending,25-12-19,29999,149995
o0845,c0088,p0017,1,pending,26-02-05,49999,49999
o0846,c0176,p0004,3,cancelled,26-02-07,129999,389997
o0847,c0140,p0020,4,cancelled,26-03-26,29999,119996
o0848,c0391,p0014,3,delivered,25-01-20,54999,164997
o0849,c0178,p0024,3,cancelled,25-09-05,17999,53997
o0850,c0147,p0015,3,delivered,25-09-14,34999,104997
o0851,c0336,p0018,2,delivered,26-11-22,39999,79998
o0852,c0035,p0024,3,shipped,26-05-27,17999,53997
o0853,c0131,p0003,3,cancelled,25-03-05,139999,419997
o0854,c0227,p0001,3,cancelled,25-07-09,199999,599997
o0855,c0229,p0002,2,cancelled,25-12-21,149999,299998
o0856,c0173,p0013,4,shipped,26-11-24,74999,299996
o0857,c0228,p0024,3,pending,25-04-28,17999,53997
o0858,c0137,p0028,3,shipped,25-07-18,59999,179997
o0859,c0105,p0015,4,delivered,26-10-12,34999,139996
o0860,c0337,p0026,1,delivered,25-08-21,12999,12999
o0861,c0224,p0030,4,cancelled,25-07-02,32999,131996
o0862,c0219,p0027,2,pending,25-04-03,7999,15998
o0863,c0184,p0006,2,pending,26-05-23,89999,179998
o0864,c0483,p0003,4,pending,26-01-29,139999,559996
o0865,c0455,p0007,2,cancelled,25-08-05,159999,319998
o0866,c0286,p0007,2,delivered,26-11-28,159999,319998
o0867,c0022,p0001,4,cancelled,26-10-19,199999,799996
o0868,c0033,p0006,5,cancelled,25-05-19,89999,449995
o0869,c0048,p0013,2,delivered,25-04-27,74999,149998
o0870,c0109,p0008,2,cancelled,25-01-24,189999,379998
o0871,c0465,p0022,4,delivered,26-08-04,19999,79996
o0872,c0257,p0004,4,cancelled,26-10-18,129999,519996
o0873,c0437,p0010,5,cancelled,25-05-12,179999,899995
o0874,c0065,p0026,4,shipped,25-12-17,12999,51996
o0875,c0235,p0025,1,pending,25-06-05,14999,14999
o0876,c0411,p0004,5,cancelled,26-01-20,129999,649995
o0877,c0024,p0006,5,pending,25-10-05,89999,449995
o0878,c0199,p0027,4,delivered,25-07-29,7999,31996
o0879,c0471,p0007,3,shipped,26-01-12,159999,479997
o0880,c0497,p0015,1,pending,25-03-08,34999,34999
o0881,c0158,p0010,4,shipped,26-08-23,179999,719996
o0882,c0185,p0017,4,pending,25-04-11,49999,199996
o0883,c0494,p0003,5,shipped,25-06-27,139999,699995
o0884,c0500,p0020,4,pending,25-11-22,29999,119996
o0885,c0324,p0024,4,shipped,26-02-18,17999,71996
o0886,c0160,p0027,3,pending,26-08-15,7999,23997
o0887,c0376,p0020,1,shipped,25-05-29,29999,29999
o0888,c0497,p0018,4,cancelled,26-03-25,39999,159996
o0889,c0358,p0016,5,shipped,25-07-21,42999,214995
o0890,c0156,p0001,4,pending,26-07-06,199999,799996
o0891,c0120,p0021,5,pending,26-11-30,9999,49995
o0892,c0209,p0013,1,shipped,25-06-15,74999,74999
o0893,c0473,p0021,2,pending,26-03-09,9999,19998
o0894,c0496,p0027,2,delivered,26-04-16,7999,15998
o0895,c0454,p0027,1,pending,26-01-03,7999,7999
o0896,c0082,p0001,4,cancelled,26-03-22,199999,799996
o0897,c0189,p0021,3,pending,26-03-26,9999,29997
o0898,c0444,p0024,2,delivered,26-02-16,17999,35998
o0899,c0206,p0018,2,pending,26-06-18,39999,79998
o0900,c0054,p0020,2,pending,26-07-15,29999,59998
o0901,c0089,p0022,5,delivered,26-05-23,19999,99995
o0902,c0458,p0019,4,cancelled,26-08-16,45999,183996
o0903,c0009,p0026,3,shipped,26-11-14,12999,38997
o0904,c0487,p0009,4,delivered,25-03-23,149999,599996
o0905,c0165,p0012,3,cancelled,26-04-21,79999,239997
o0906,c0137,p0029,2,shipped,26-08-19,24999,49998
o0907,c0441,p0023,1,pending,25-07-28,39999,39999
o0908,c0308,p0021,5,pending,26-02-18,9999,49995
o0909,c0197,p0030,2,pending,25-08-17,32999,65998
o0910,c0112,p0016,2,pending,26-08-30,42999,85998
o0911,c0344,p0009,4,pending,26-08-27,149999,599996
o0912,c0437,p0019,2,shipped,26-06-10,45999,91998
o0913,c0367,p0008,5,pending,26-10-21,189999,949995
o0914,c0004,p0005,2,shipped,25-12-07,119999,239998
o0915,c0392,p0001,2,delivered,26-07-20,199999,399998
o0916,c0112,p0014,1,delivered,26-08-01,54999,54999
o0917,c0013,p0004,3,delivered,26-01-01,129999,389997
o0918,c0035,p0019,1,delivered,25-04-15,45999,45999
o0919,c0289,p0013,5,delivered,26-02-16,74999,374995
o0920,c0179,p0027,5,shipped,25-05-30,7999,39995
o0921,c0129,p0017,1,delivered,25-05-01,49999,49999
o0922,c0317,p0013,2,cancelled,26-09-20,74999,149998
o0923,c0238,p0026,1,cancelled,26-06-08,12999,12999
o0924,c0215,p0004,3,cancelled,25-05-03,129999,389997
o0925,c0354,p0014,3,shipped,25-03-18,54999,164997
o0926,c0190,p0030,2,shipped,26-05-29,32999,65998
o0927,c0278,p0018,4,delivered,26-06-08,39999,159996
o0928,c0196,p0010,5,pending,26-02-07,179999,899995
o0929,c0179,p0020,5,cancelled,26-06-24,29999,149995
